rf_code,codepoints,name,group,subgroup,order,status,reason
,1F447 1F3FF,backhand index pointing down: dark skin tone,People & Body,hand-single-finger,318,excluded,skin_tone_variant
186,261D FE0F,index pointing up,People & Body,hand-single-finger,319,included,
,261D 1F3FB,index pointing up: light skin tone,People & Body,hand-single-finger,320,excluded,skin_tone_variant
,261D 1F3FC,index pointing up: medium-light skin tone,People & Body,hand-single-finger,321,excluded,skin_tone_variant
,261D 1F3FD,index pointing up: medium skin tone,People & Body,hand-single-finger,322,excluded,skin_tone_variant
,261D 1F3FE,index pointing up: medium-dark skin tone,People & Body,hand-single-finger,323,excluded,skin_tone_variant
,261D 1F3FF,index pointing up: dark skin tone,People & Body,hand-single-finger,324,excluded,skin_tone_variant
187,1FAF5,index pointing at the viewer,People & Body,hand-single-finger,325,included,
,1FAF5 1F3FB,index pointing at the viewer: light skin tone,People & Body,hand-single-finger,326,excluded,skin_tone_variant
,1FAF5 1F3FC,index pointing at the viewer: medium-light skin tone,People & Body,hand-single-finger,327,excluded,skin_tone_variant
,1FAF5 1F3FD,index pointing at the viewer: medium skin tone,People & Body,hand-single-finger,328,excluded,skin_tone_variant
,1FAF5 1F3FE,index pointing at the viewer: medium-dark skin tone,People & Body,hand-single-finger,329,excluded,skin_tone_variant
,1FAF5 1F3FF,index pointing at the viewer: dark skin tone,People & Body,hand-single-finger,330,excluded,skin_tone_variant
188,1F44D,thumbs up,People & Body,hand-fingers-closed,331,included,
,1F44D 1F3FB,thumbs up: light skin tone,People & Body,hand-fingers-closed,332,excluded,skin_tone_variant
,1F44D 1F3FC,thumbs up: medium-light skin tone,People & Body,hand-fingers-closed,333,excluded,skin_tone_variant
,1F44D 1F3FD,thumbs up: medium skin tone,People & Body,hand-fingers-closed,334,excluded,skin_tone_variant
,1F44D 1F3FE,thumbs up: medium-dark skin tone,People & Body,hand-fingers-closed,335,excluded,skin_tone_variant
,1F44D 1F3FF,thumbs up: dark skin tone,People & Body,hand-fingers-closed,336,excluded,skin_tone_variant
189,1F44E,thumbs down,People & Body,hand-fingers-closed,337,included,
,1F44E 1F3FB,thumbs down: light skin tone,People & Body,hand-fingers-closed,338,excluded,skin_tone_variant
,1F44E 1F3FC,thumbs down: medium-light skin tone,People & Body,hand-fingers-closed,339,excluded,skin_tone_variant
,1F44E 1F3FD,thumbs down: medium skin tone,People & Body,hand-fingers-closed,340,excluded,skin_tone_variant
,1F44E 1F3FE,thumbs down: medium-dark skin tone,People & Body,hand-fingers-closed,341,excluded,skin_tone_variant
,1F44E 1F3FF,thumbs down: dark skin tone,People & Body,hand-fingers-closed,342,excluded,skin_tone_variant
190,270A,raised fist,People & Body,hand-fingers-closed,343,included,
,270A 1F3FB,raised fist: light skin tone,People & Body,hand-fingers-closed,344,excluded,skin_tone_variant
,270A 1F3FC,raised fist: medium-light skin tone,People & Body,hand-fingers-closed,345,excluded,skin_tone_variant
,270A 1F3FD,raised fist: medium skin tone,People & Body,hand-fingers-closed,346,excluded,skin_tone_variant
,270A 1F3FE,raised fist: medium-dark skin tone,People & Body,hand-fingers-closed,347,excluded,skin_tone_variant
,270A 1F3FF,raised fist: dark skin tone,People & Body,hand-fingers-closed,348,excluded,skin_tone_variant
191,1F44A,oncoming fist,People & Body,hand-fingers-closed,349,included,
,1F44A 1F3FB,oncoming fist: light skin tone,People & Body,hand-fingers-closed,350,excluded,skin_tone_variant
,1F44A 1F3FC,oncoming fist: medium-light skin tone,People & Body,hand-fingers-closed,351,excluded,skin_tone_variant
,1F44A 1F3FD,oncoming fist: medium skin tone,People & Body,hand-fingers-closed,352,excluded,skin_tone_variant
,1F44A 1F3FE,oncoming fist: medium-dark skin tone,People & Body,hand-fingers-closed,353,excluded,skin_tone_variant
,1F44A 1F3FF,oncoming fist: dark skin tone,People & Body,hand-fingers-closed,354,excluded,skin_tone_variant
192,1F91B,left-facing fist,People & Body,hand-fingers-closed,355,included,
,1F91B 1F3FB,left-facing fist: light skin tone,People & Body,hand-fingers-closed,356,excluded,skin_tone_variant
,1F91B 1F3FC,left-facing fist: medium-light skin tone,People & Body,hand-fingers-closed,357,excluded,skin_tone_variant
,1F91B 1F3FD,left-facing fist: medium skin tone,People & Body,hand-fingers-closed,358,excluded,skin_tone_variant
,1F91B 1F3FE,left-facing fist: medium-dark skin tone,People & Body,hand-fingers-closed,359,excluded,skin_tone_variant
,1F91B 1F3FF,left-facing fist: dark skin tone,People & Body,hand-fingers-closed,360,excluded,skin_tone_variant
193,1F91C,right-facing fist,People & Body,hand-fingers-closed,361,included,
,1F91C 1F3FB,right-facing fist: light skin tone,People & Body,hand-fingers-closed,362,excluded,skin_tone_variant
,1F91C 1F3FC,right-facing fist: medium-light skin tone,People & Body,hand-fingers-closed,363,excluded,skin_tone_variant
,1F91C 1F3FD,right-facing fist: medium skin tone,People & Body,hand-fingers-closed,364,excluded,skin_tone_variant
,1F91C 1F3FE,right-facing fist: medium-dark skin tone,People & Body,hand-fingers-closed,365,excluded,skin_tone_variant
,1F91C 1F3FF,right-facing fist: dark skin tone,People & Body,hand-fingers-closed,366,excluded,skin_tone_variant
194,1F44F,clapping hands,People & Body,hands,367,included,
,1F44F 1F3FB,clapping hands: light skin tone,People & Body,hands,368,excluded,skin_tone_variant
,1F44F 1F3FC,clapping hands: medium-light skin tone,People & Body,hands,369,excluded,skin_tone_variant
,1F44F 1F3FD,clapping hands: medium skin tone,People & Body,hands,370,excluded,skin_tone_variant
,1F44F 1F3FE,clapping hands: medium-dark skin tone,People & Body,hands,371,excluded,skin_tone_variant
,1F44F 1F3FF,clapping hands: dark skin tone,People & Body,hands,372,excluded,skin_tone_variant
195,1F64C,raising hands,People & Body,hands,373,included,
,1F64C 1F3FB,raising hands: light skin tone,People & Body,hands,374,excluded,skin_tone_variant
,1F64C 1F3FC,raising hands: medium-light skin tone,People & Body,hands,375,excluded,skin_tone_variant
,1F64C 1F3FD,raising hands: medium skin tone,People & Body,hands,376,excluded,skin_tone_variant
,1F64C 1F3FE,raising hands: medium-dark skin tone,People & Body,hands,377,excluded,skin_tone_variant
,1F64C 1F3FF,raising hands: dark skin tone,People & Body,hands,378,excluded,skin_tone_variant
196,1FAF6,heart hands,People & Body,hands,379,included,
,1FAF6 1F3FB,heart hands: light skin tone,People & Body,hands,380,excluded,skin_tone_variant
,1FAF6 1F3FC,heart hands: medium-light skin tone,People & Body,hands,381,excluded,skin_tone_variant
,1FAF6 1F3FD,heart hands: medium skin tone,People & Body,hands,382,excluded,skin_tone_variant
,1FAF6 1F3FE,heart hands: medium-dark skin tone,People & Body,hands,383,excluded,skin_tone_variant
,1FAF6 1F3FF,heart hands: dark skin tone,People & Body,hands,384,excluded,skin_tone_variant
197,1F450,open hands,People & Body,hands,385,included,
,1F450 1F3FB,open hands: light skin tone,People & Body,hands,386,excluded,skin_tone_variant
,1F450 1F3FC,open hands: medium-light skin tone,People & Body,hands,387,excluded,skin_tone_variant
,1F450 1F3FD,open hands: medium skin tone,People & Body,hands,388,excluded,skin_tone_variant
,1F450 1F3FE,open hands: medium-dark skin tone,People & Body,hands,389,excluded,skin_tone_variant
,1F450 1F3FF,open hands: dark skin tone,People & Body,hands,390,excluded,skin_tone_variant
198,1F932,palms up together,People & Body,hands,391,included,
,1F932 1F3FB,palms up together: light skin tone,People & Body,hands,392,excluded,skin_tone_variant
,1F932 1F3FC,palms up together: medium-light skin tone,People & Body,hands,393,excluded,skin_tone_variant
,1F932 1F3FD,palms up together: medium skin tone,People & Body,hands,394,excluded,skin_tone_variant
,1F932 1F3FE,palms up together: medium-dark skin tone,People & Body,hands,395,excluded,skin_tone_variant
,1F932 1F3FF,palms up together: dark skin tone,People & Body,hands,396,excluded,skin_tone_variant
199,1F91D,handshake,People & Body,hands,397,included,
,1F91D 1F3FB,handshake: light skin tone,People & Body,hands,398,excluded,skin_tone_variant
,1F91D 1F3FC,handshake: medium-light skin tone,People & Body,hands,399,excluded,skin_tone_variant
,1F91D 1F3FD,handshake: medium skin tone,People & Body,hands,400,excluded,skin_tone_variant
,1F91D 1F3FE,handshake: medium-dark skin tone,People & Body,hands,401,excluded,skin_tone_variant
,1F91D 1F3FF,handshake: dark skin tone,People & Body,hands,402,excluded,skin_tone_variant
,1FAF1 1F3FB 200D 1FAF2 1F3FC,"handshake: light skin tone, medium-light skin tone",People & Body,hands,403,excluded,skin_tone_variant
,1FAF1 1F3FB 200D 1FAF2 1F3FD,"handshake: light skin tone, medium skin tone",People & Body,hands,404,excluded,skin_tone_variant
,1FAF1 1F3FB 200D 1FAF2 1F3FE,"handshake: light skin tone, medium-dark skin tone",People & Body,hands,405,excluded,skin_tone_variant
,1FAF1 1F3FB 200D 1FAF2 1F3FF,"handshake: light skin tone, dark skin tone",People & Body,hands,406,excluded,skin_tone_variant
,1FAF1 1F3FC 200D 1FAF2 1F3FB,"handshake: medium-light skin tone, light skin tone",People & Body,hands,407,excluded,skin_tone_variant
,1FAF1 1F3FC 200D 1FAF2 1F3FD,"handshake: medium-light skin tone, medium skin tone",People & Body,hands,408,excluded,skin_tone_variant
,1FAF1 1F3FC 200D 1FAF2 1F3FE,"handshake: medium-light skin tone, medium-dark skin tone",People & Body,hands,409,excluded,skin_tone_variant
,1FAF1 1F3FC 200D 1FAF2 1F3FF,"handshake: medium-light skin tone, dark skin tone",People & Body,hands,410,excluded,skin_tone_variant
,1FAF1 1F3FD 200D 1FAF2 1F3FB,"handshake: medium skin tone, light skin tone",People & Body,hands,411,excluded,skin_tone_variant
,1FAF1 1F3FD 200D 1FAF2 1F3FC,"handshake: medium skin tone, medium-light skin tone",People & Body,hands,412,excluded,skin_tone_variant
,1FAF1 1F3FD 200D 1FAF2 1F3FE,"handshake: medium skin tone, medium-dark skin tone",People & Body,hands,413,excluded,skin_tone_variant
,1FAF1 1F3FD 200D 1FAF2 1F3FF,"handshake: medium skin tone, dark skin tone",People & Body,hands,414,excluded,skin_tone_variant
,1FAF1 1F3FE 200D 1FAF2 1F3FB,"handshake: medium-dark skin tone, light skin tone",People & Body,hands,415,excluded,skin_tone_variant
,1FAF1 1F3FE 200D 1FAF2 1F3FC,"handshake: medium-dark skin tone, medium-light skin tone",People & Body,hands,416,excluded,skin_tone_variant
,1FAF1 1F3FE 200D 1FAF2 1F3FD,"handshake: medium-dark skin tone, medium skin tone",People & Body,hands,417,excluded,skin_tone_variant
,1FAF1 1F3FE 200D 1FAF2 1F3FF,"handshake: medium-dark skin tone, dark skin tone",People & Body,hands,418,excluded,skin_tone_variant
,1FAF1 1F3FF 200D 1FAF2 1F3FB,"handshake: dark skin tone, light skin tone",People & Body,hands,419,excluded,skin_tone_variant
,1FAF1 1F3FF 200D 1FAF2 1F3FC,"handshake: dark skin tone, medium-light skin tone",People & Body,hands,420,excluded,skin_tone_variant
,1FAF1 1F3FF 200D 1FAF2 1F3FD,"handshake: dark skin tone, medium skin tone",People & Body,hands,421,excluded,skin_tone_variant
,1FAF1 1F3FF 200D 1FAF2 1F3FE,"handshake: dark skin tone, medium-dark skin tone",People & Body,hands,422,excluded,skin_tone_variant
200,1F64F,folded hands,People & Body,hands,423,included,
,1F64F 1F3FB,folded hands: light skin tone,People & Body,hands,424,excluded,skin_tone_variant
,1F64F 1F3FC,folded hands: medium-light skin tone,People & Body,hands,425,excluded,skin_tone_variant
,1F64F 1F3FD,folded hands: medium skin tone,People & Body,hands,426,excluded,skin_tone_variant
,1F64F 1F3FE,folded hands: medium-dark skin tone,People & Body,hands,427,excluded,skin_tone_variant
,1F64F 1F3FF,folded hands: dark skin tone,People & Body,hands,428,excluded,skin_tone_variant
201,270D FE0F,writing hand,People & Body,hand-prop,429,included,
,270D 1F3FB,writing hand: light skin tone,People & Body,hand-prop,430,excluded,skin_tone_variant
,270D 1F3FC,writing hand: medium-light skin tone,People & Body,hand-prop,431,excluded,skin_tone_variant
,270D 1F3FD,writing hand: medium skin tone,People & Body,hand-prop,432,excluded,skin_tone_variant
,270D 1F3FE,writing hand: medium-dark skin tone,People & Body,hand-prop,433,excluded,skin_tone_variant
,270D 1F3FF,writing hand: dark skin tone,People & Body,hand-prop,434,excluded,skin_tone_variant
202,1F485,nail polish,People & Body,hand-prop,435,included,
,1F485 1F3FB,nail polish: light skin tone,People & Body,hand-prop,436,excluded,skin_tone_variant
,1F485 1F3FC,nail polish: medium-light skin tone,People & Body,hand-prop,437,excluded,skin_tone_variant
,1F485 1F3FD,nail polish: medium skin tone,People & Body,hand-prop,438,excluded,skin_tone_variant
,1F485 1F3FE,nail polish: medium-dark skin tone,People & Body,hand-prop,439,excluded,skin_tone_variant
,1F485 1F3FF,nail polish: dark skin tone,People & Body,hand-prop,440,excluded,skin_tone_variant
203,1F933,selfie,People & Body,hand-prop,441,included,
,1F933 1F3FB,selfie: light skin tone,People & Body,hand-prop,442,excluded,skin_tone_variant
,1F933 1F3FC,selfie: medium-light skin tone,People & Body,hand-prop,443,excluded,skin_tone_variant
,1F933 1F3FD,selfie: medium skin tone,People & Body,hand-prop,444,excluded,skin_tone_variant
,1F933 1F3FE,selfie: medium-dark skin tone,People & Body,hand-prop,445,excluded,skin_tone_variant
,1F933 1F3FF,selfie: dark skin tone,People & Body,hand-prop,446,excluded,skin_tone_variant
204,1F4AA,flexed biceps,People & Body,body-parts,447,included,
,1F4AA 1F3FB,flexed biceps: light skin tone,People & Body,body-parts,448,excluded,skin_tone_variant
,1F4AA 1F3FC,flexed biceps: medium-light skin tone,People & Body,body-parts,449,excluded,skin_tone_variant
,1F4AA 1F3FD,flexed biceps: medium skin tone,People & Body,body-parts,450,excluded,skin_tone_variant
,1F4AA 1F3FE,flexed biceps: medium-dark skin tone,People & Body,body-parts,451,excluded,skin_tone_variant
,1F4AA 1F3FF,flexed biceps: dark skin tone,People & Body,body-parts,452,excluded,skin_tone_variant
205,1F9BE,mechanical arm,People & Body,body-parts,453,included,
,1F9BF,mechanical leg,People & Body,body-parts,454,excluded,appearance_variant
206,1F9B5,leg,People & Body,body-parts,455,included,
,1F9B5 1F3FB,leg: light skin tone,People & Body,body-parts,456,excluded,skin_tone_variant
,1F9B5 1F3FC,leg: medium-light skin tone,People & Body,body-parts,457,excluded,skin_tone_variant
,1F9B5 1F3FD,leg: medium skin tone,People & Body,body-parts,458,excluded,skin_tone_variant
,1F9B5 1F3FE,leg: medium-dark skin tone,People & Body,body-parts,459,excluded,skin_tone_variant
,1F9B5 1F3FF,leg: dark skin tone,People & Body,body-parts,460,excluded,skin_tone_variant
207,1F9B6,foot,People & Body,body-parts,461,included,
,1F9B6 1F3FB,foot: light skin tone,People & Body,body-parts,462,excluded,skin_tone_variant
,1F9B6 1F3FC,foot: medium-light skin tone,People & Body,body-parts,463,excluded,skin_tone_variant
,1F9B6 1F3FD,foot: medium skin tone,People & Body,body-parts,464,excluded,skin_tone_variant
,1F9B6 1F3FE,foot: medium-dark skin tone,People & Body,body-parts,465,excluded,skin_tone_variant
,1F9B6 1F3FF,foot: dark skin tone,People & Body,body-parts,466,excluded,skin_tone_variant
208,1F442,ear,People & Body,body-parts,467,included,
,1F442 1F3FB,ear: light skin tone,People & Body,body-parts,468,excluded,skin_tone_variant
,1F442 1F3FC,ear: medium-light skin tone,People & Body,body-parts,469,excluded,skin_tone_variant
,1F442 1F3FD,ear: medium skin tone,People & Body,body-parts,470,excluded,skin_tone_variant
,1F442 1F3FE,ear: medium-dark skin tone,People & Body,body-parts,471,excluded,skin_tone_variant
,1F442 1F3FF,ear: dark skin tone,People & Body,body-parts,472,excluded,skin_tone_variant
,1F9BB,ear with hearing aid,People & Body,body-parts,473,excluded,appearance_variant
,1F9BB 1F3FB,ear with hearing aid: light skin tone,People & Body,body-parts,474,excluded,skin_tone_variant
,1F9BB 1F3FC,ear with hearing aid: medium-light skin tone,People & Body,body-parts,475,excluded,skin_tone_variant
,1F9BB 1F3FD,ear with hearing aid: medium skin tone,People & Body,body-parts,476,excluded,skin_tone_variant
,1F9BB 1F3FE,ear with hearing aid: medium-dark skin tone,People & Body,body-parts,477,excluded,skin_tone_variant
,1F9BB 1F3FF,ear with hearing aid: dark skin tone,People & Body,body-parts,478,excluded,skin_tone_variant
209,1F443,nose,People & Body,body-parts,479,included,
,1F443 1F3FB,nose: light skin tone,People & Body,body-parts,480,excluded,skin_tone_variant
,1F443 1F3FC,nose: medium-light skin tone,People & Body,body-parts,481,excluded,skin_tone_variant
